年份,縣市,鄉鎮市區,里別,是否為金三角商圈,是否為東大門/歷史夜市周邊,存續營利事業累積家數,該年新設家數,開立發票店家數,登記資本總額(元),平均資本額(元),申報體系推估銷售額(千元),夜市與觀光實質現金金流增額(千元),綜合推估實質商圈消費總額(千元)
2006,花蓮縣,花蓮市,國威里,是,否,77,3,39,470385000,6108896,1618954.95,0.0,1618954.95
2006,花蓮縣,花蓮市,國安里,否,否,51,4,27,185882000,3644745,968017.69,0.0,968017.69
2006,花蓮縣,花蓮市,國富里,否,否,158,15,78,227961900,1442796,2458659.76,0.0,2458659.76
2006,花蓮縣,花蓮市,國強里,否,否,30,3,23,154415000,5147166,820312.52,0.0,820312.52
2006,花蓮縣,花蓮市,國慶里,否,否,45,3,30,2520004745,56000105,3604686.73,0.0,3604686.73
2006,花蓮縣,花蓮市,國治里,否,否,52,3,24,66495400,1278757,752524.06,0.0,752524.06
2006,花蓮縣,花蓮市,國盛里,否,否,86,8,50,298817000,3474616,1742983.79,0.0,1742983.79
2006,花蓮縣,花蓮市,國福里,否,否,14,0,7,13002000,928714,212497.84,0.0,212497.84
2006,花蓮縣,花蓮市,國聯里,否,否,167,13,104,1809116840,10833034,4923679.85,0.0,4923679.85
2006,花蓮縣,花蓮市,國興里,否,否,54,3,23,198964000,3684518,869014.0,0.0,869014.0
2006,花蓮縣,花蓮市,國華里,否,否,43,4,22,48902000,1137255,676638.2,0.0,676638.2
2006,花蓮縣,花蓮市,國裕里,否,否,130,12,82,1121676410,8628280,3548983.98,0.0,3548983.98
2006,花蓮縣,花蓮市,國防里,否,否,22,3,13,21578000,980818,391830.85,0.0,391830.85
2006,花蓮縣,花蓮市,國風里,否,否,83,8,51,191906000,2312120,1654433.71,0.0,1654433.71
2006,花蓮縣,花蓮市,國魂里,否,否,58,4,35,825982300,14241074,1894392.98,0.0,1894392.98
2006,花蓮縣,花蓮市,市區其他未標示里,否,否,86,1,0,644290,7491,704.35,0.0,704.35
2006,花蓮縣,花蓮市,民主里,是,是,38,3,5,116832000,3074526,269353.46,0.0,269353.46
2006,花蓮縣,花蓮市,民享里,否,否,39,4,24,162114000,4156769,857055.43,0.0,857055.43
2006,花蓮縣,花蓮市,民勤里,否,否,56,5,29,154089000,2751589,989913.76,0.0,989913.76
2006,花蓮縣,花蓮市,民孝里,否,否,95,4,39,600316500,6319121,1760997.58,0.0,1760997.58
2006,花蓮縣,花蓮市,民德里,否,否,30,6,15,98440000,3281333,532509.82,0.0,532509.82
2006,花蓮縣,花蓮市,民心里,否,否,130,3,123,2260167500,17385903,5954972.84,0.0,5954972.84
2006,花蓮縣,花蓮市,民意里,否,否,27,3,14,248493000,9203444,668223.24,0.0,668223.24
2006,花蓮縣,花蓮市,民政里,否,否,50,4,27,158625848,3172516,938220.95,0.0,938220.95
2006,花蓮縣,花蓮市,民族里,是,是,50,2,18,299842000,5996840,837663.65,0.0,837663.65
2006,花蓮縣,花蓮市,民有里,否,否,5,0,1,159000,31800,28500.09,0.0,28500.09
2006,花蓮縣,花蓮市,民樂里,否,否,6,2,2,20146000,3357666,78676.38,0.0,78676.38
2006,花蓮縣,花蓮市,民權里,否,否,9,2,4,4664000,518222,118403.82,0.0,118403.82
2006,花蓮縣,花蓮市,民治里,否,否,0,0,0,0,0,0.0,0.0,0.0
2006,花蓮縣,花蓮市,民生里,是,是,135,12,47,95031000,703933,1435223.74,0.0,1435223.74
2006,花蓮縣,花蓮市,民立里,否,否,29,3,20,106701000,3679344,683172.2,0.0,683172.2
2006,花蓮縣,花蓮市,民運里,否,否,77,3,30,336592000,4371324,1217754.44,0.0,1217754.44
2007,花蓮縣,花蓮市,主信里,否,否,41,0,16,91093000,2221780,551915.35,0.0,551915.35
2007,花蓮縣,花蓮市,主力里,是,否,122,6,77,315243000,2583959,2515817.22,0.0,2515817.22
2007,花蓮縣,花蓮市,主勤里,是,否,54,3,29,73985000,1370092,896547.4,0.0,896547.4
2007,花蓮縣,花蓮市,主和里,否,否,71,4,34,137917000,1942492,1109420.86,0.0,1109420.86
2007,花蓮縣,花蓮市,主商里,是,是,55,3,30,1046987000,19036127,2032937.05,0.0,2032937.05
2007,花蓮縣,花蓮市,主學里,是,否,55,5,29,142341000,2588018,974414.1,0.0,974414.1
2007,花蓮縣,花蓮市,主安里,是,否,54,0,28,253611000,4696500,1073156.36,0.0,1073156.36
2007,花蓮縣,花蓮市,主工里,是,是,48,6,24,177034000,3688208,873887.8,0.0,873887.8
2007,花蓮縣,花蓮市,主權里,否,否,119,8,70,291779000,2451924,2293023.75,0.0,2293023.75
2007,花蓮縣,花蓮市,主睦里,否,否,52,2,22,124454000,2393346,757973.58,0.0,757973.58
2007,花蓮縣,花蓮市,主義里,否,否,16,0,5,5335000,333437,146123.58,0.0,146123.58
2007,花蓮縣,花蓮市,主計里,是,否,33,0,13,150501000,4560636,535561.29,0.0,535561.29
2007,花蓮縣,花蓮市,主農里,否,否,71,5,36,136039000,1916042,1163300.09,0.0,1163300.09
2007,花蓮縣,花蓮市,國光里,否,否,48,2,22,44810000,933541,667248.33,0.0,667248.33
2007,花蓮縣,花蓮市,國威里,是,否,83,6,41,471291000,5678204,1685243.59,0.0,1685243.59
2007,花蓮縣,花蓮市,國安里,否,否,53,2,28,186385000,3516698,996576.89,0.0,996576.89
2007,花蓮縣,花蓮市,國富里,否,否,167,9,83,229922900,1376783,2586681.68,0.0,2586681.68
2007,花蓮縣,花蓮市,國強里,否,否,33,3,26,170660000,5171515,922645.48,0.0,922645.48
2007,花蓮縣,花蓮市,國慶里,否,否,50,5,34,2520414745,50408294,3823406.84,0.0,3823406.84
2007,花蓮縣,花蓮市,國治里,否,否,57,5,29,74194400,1301656,896785.94,0.0,896785.94
2007,花蓮縣,花蓮市,國盛里,否,否,94,8,53,301988000,3212638,1828495.77,0.0,1828495.77
2007,花蓮縣,花蓮市,國福里,否,否,16,2,8,13015000,813437,238899.91,0.0,238899.91
2007,花蓮縣,花蓮市,國聯里,否,否,184,17,112,1811265840,9843836,5200312.9,0.0,5200312.9
2007,花蓮縣,花蓮市,國興里,否,否,58,4,25,200182000,3451413,928265.75,0.0,928265.75
2007,花蓮縣,花蓮市,國華里,否,否,47,4,24,49208000,1046978,728276.77,0.0,728276.77
2007,花蓮縣,花蓮市,國裕里,否,否,140,10,87,1124062410,8029017,3717264.11,0.0,3717264.11
2007,花蓮縣,花蓮市,國防里,否,否,23,1,13,21581000,938304,388704.04,0.0,388704.04
2007,花蓮縣,花蓮市,國風里,否,否,88,5,55,197399000,2243170,1765373.32,0.0,1765373.32
2007,花蓮縣,花蓮市,國魂里,否,否,60,2,36,826042300,13767371,1949306.82,0.0,1949306.82
2007,花蓮縣,花蓮市,市區其他未標示里,否,否,90,4,0,656290,7292,747.6,0.0,747.6
2007,花蓮縣,花蓮市,民主里,是,是,48,10,7,116879000,2434979,329205.75,0.0,329205.75
2007,花蓮縣,花蓮市,民享里,否,否,47,8,27,178526000,3798425,959615.17,0.0,959615.17
2007,花蓮縣,花蓮市,民勤里,否,否,60,4,32,164292000,2738200,1083447.02,0.0,1083447.02
2007,花蓮縣,花蓮市,民孝里,否,否,99,4,41,601996500,6080772,1834134.76,0.0,1834134.76
2007,花蓮縣,花蓮市,民德里,否,否,31,1,16,110440000,3562580,573954.19,0.0,573954.19
2007,花蓮縣,花蓮市,民心里,否,否,135,5,127,2279173500,16882766,6153461.66,0.0,6153461.66
2007,花蓮縣,花蓮市,民意里,否,否,30,3,16,258496000,8616533,742609.92,0.0,742609.92
2007,花蓮縣,花蓮市,民政里,否,否,56,6,30,163278848,2915693,1026274.39,0.0,1026274.39
2007,花蓮縣,花蓮市,民族里,是,是,51,1,18,299842000,5879254,845727.11,0.0,845727.11
2007,花蓮縣,花蓮市,民有里,否,否,6,1,1,162000,27000,28193.8,0.0,28193.8
2007,花蓮縣,花蓮市,民樂里,否,否,7,1,3,21146000,3020857,108115.92,0.0,108115.92
2007,花蓮縣,花蓮市,民權里,否,否,9,0,4,4664000,518222,117349.96,0.0,117349.96
2007,花蓮縣,花蓮市,民治里,否,否,0,0,0,0,0,0.0,0.0,0.0
2007,花蓮縣,花蓮市,民生里,是,是,141,6,50,95045000,674078,1508732.03,0.0,1508732.03
2007,花蓮縣,花蓮市,民立里,否,否,33,4,21,113204000,3430424,717149.05,0.0,717149.05
2007,花蓮縣,花蓮市,民運里,否,否,80,3,30,336604000,4207550,1223715.09,0.0,1223715.09
2008,花蓮縣,花蓮市,主信里,否,否,42,1,16,95593000,2276023,556819.02,0.0,556819.02
2008,花蓮縣,花蓮市,主力里,是,否,127,5,79,315534000,2484519,2567011.23,0.0,2567011.23
2008,花蓮縣,花蓮市,主勤里,是,否,56,2,30,74195000,1324910,921654.53,0.0,921654.53
2008,花蓮縣,花蓮市,主和里,否,否,78,7,36,140076000,1795846,1165452.94,0.0,1165452.94
2008,花蓮縣,花蓮市,主商里,是,是,59,4,30,1047148000,17748271,2055212.91,0.0,2055212.91
2008,花蓮縣,花蓮市,主學里,是,否,61,6,29,142456000,2335344,973342.97,0.0,973342.97
2008,花蓮縣,花蓮市,主安里,是,否,54,0,28,253611000,4696500,1075005.93,0.0,1075005.93
2008,花蓮縣,花蓮市,主工里,是,是,54,6,27,183446000,3397148,965418.38,0.0,965418.38
2008,花蓮縣,花蓮市,主權里,否,否,128,9,72,297103000,2321117,2350654.99,0.0,2350654.99
2008,花蓮縣,花蓮市,主睦里,否,否,56,4,24,134660000,2404642,825058.06,0.0,825058.06
2008,花蓮縣,花蓮市,主義里,否,否,19,3,6,6388000,336210,174484.9,0.0,174484.9
2008,花蓮縣,花蓮市,主計里,是,否,34,1,13,150504000,4426588,537272.97,0.0,537272.97
2008,花蓮縣,花蓮市,主農里,否,否,76,5,38,138250000,1819078,1219006.33,0.0,1219006.33
2008,花蓮縣,花蓮市,國光里,否,否,49,1,23,45290000,924285,693095.34,0.0,693095.34
2008,花蓮縣,花蓮市,國威里,是,否,87,4,43,472314000,5428896,1747416.32,0.0,1747416.32
2008,花蓮縣,花蓮市,國安里,否,否,55,2,30,191634000,3484254,1058479.19,0.0,1058479.19
2008,花蓮縣,花蓮市,國富里,否,否,175,8,88,233958900,1336908,2722534.17,0.0,2722534.17
2008,花蓮縣,花蓮市,國強里,否,否,33,0,26,170660000,5171515,922681.39,0.0,922681.39
2008,花蓮縣,花蓮市,國慶里,否,否,53,3,36,2531084745,47756315,3951145.58,0.0,3951145.58
2008,花蓮縣,花蓮市,國治里,否,否,62,5,32,74539400,1202248,977736.59,0.0,977736.59
2008,花蓮縣,花蓮市,國盛里,否,否,102,8,57,303591000,2976382,1940607.88,0.0,1940607.88
2008,花蓮縣,花蓮市,國福里,否,否,17,1,8,13025000,766176,237898.28,0.0,237898.28
2008,花蓮縣,花蓮市,國聯里,否,否,197,13,120,1813246840,9204298,5453408.19,0.0,5453408.19
2008,花蓮縣,花蓮市,國興里,否,否,65,7,28,201933000,3106661,1014797.44,0.0,1014797.44
2008,花蓮縣,花蓮市,國華里,否,否,53,6,27,149714000,2824792,926118.24,0.0,926118.24
2008,花蓮縣,花蓮市,國裕里,否,否,148,8,93,1140568410,7706543,3917999.77,0.0,3917999.77
2008,花蓮縣,花蓮市,國防里,否,否,23,0,13,21581000,938304,387068.65,0.0,387068.65
2008,花蓮縣,花蓮市,國風里,否,否,90,2,55,197412000,2193466,1761221.1,0.0,1761221.1
2008,花蓮縣,花蓮市,國魂里,否,否,62,2,36,826048300,13323359,1964658.71,0.0,1964658.71
2008,花蓮縣,花蓮市,市區其他未標示里,否,否,93,3,0,665290,7153,775.11,0.0,775.11
2008,花蓮縣,花蓮市,民主里,是,是,56,8,8,117197000,2092803,359265.96,0.0,359265.96
2008,花蓮縣,花蓮市,民享里,否,否,49,2,29,179126000,3655632,1016066.09,0.0,1016066.09
2008,花蓮縣,花蓮市,民勤里,否,否,62,2,32,164402000,2651645,1082432.81,0.0,1082432.81
2008,花蓮縣,花蓮市,民孝里,否,否,101,2,42,602296500,5963331,1871014.63,0.0,1871014.63
2008,花蓮縣,花蓮市,民德里,否,否,32,1,17,111440000,3482500,603122.29,0.0,603122.29
2008,花蓮縣,花蓮市,民心里,否,否,135,0,127,2279173500,16882766,6191128.22,0.0,6191128.22
2008,花蓮縣,花蓮市,民意里,否,否,33,3,17,258749000,7840878,774747.6,0.0,774747.6
2008,花蓮縣,花蓮市,民政里,否,否,58,2,31,173288848,2987738,1064946.21,0.0,1064946.21
2008,花蓮縣,花蓮市,民族里,是,是,56,5,21,325078000,5804964,963387.15,0.0,963387.15
2008,花蓮縣,花蓮市,民有里,否,否,7,1,1,1162000,166000,29194.22,0.0,29194.22
2008,花蓮縣,花蓮市,民樂里,否,否,7,0,3,21146000,3020857,108157.79,0.0,108157.79
2008,花蓮縣,花蓮市,民權里,否,否,10,1,5,24664000,2466400,167937.31,0.0,167937.31
2008,花蓮縣,花蓮市,民治里,否,否,0,0,0,0,0,0.0,0.0,0.0
2008,花蓮縣,花蓮市,民生里,是,是,150,9,51,95810000,638733,1531486.03,0.0,1531486.03
2008,花蓮縣,花蓮市,民立里,否,否,35,2,22,113652000,3247200,744901.46,0.0,744901.46
2008,花蓮縣,花蓮市,民運里,否,否,83,3,30,337287000,4063698,1228175.14,0.0,1228175.14
2009,花蓮縣,花蓮市,主信里,否,否,46,4,20,96593000,2099847,619198.82,0.0,619198.82
2009,花蓮縣,花蓮市,主力里,是,否,130,3,80,315804000,2429261,2397511.81,0.0,2397511.81
2009,花蓮縣,花蓮市,主勤里,是,否,58,2,32,77195000,1330948,903810.77,0.0,903810.77
2009,花蓮縣,花蓮市,主和里,否,否,85,7,38,140677000,1655023,1128335.92,0.0,1128335.92
2009,花蓮縣,花蓮市,主商里,是,是,61,2,30,1047251000,17168049,1942605.33,0.0,1942605.33
2009,花蓮縣,花蓮市,主學里,是,否,66,5,32,142692000,2162000,977396.94,0.0,977396.94
2009,花蓮縣,花蓮市,主安里,是,否,56,2,28,253714000,4530607,999995.41,0.0,999995.41
2009,花蓮縣,花蓮市,主工里,是,是,57,3,28,185452000,3253543,923302.75,0.0,923302.75
2009,花蓮縣,花蓮市,主權里,否,否,136,8,75,298062000,2191632,2249909.55,0.0,2249909.55
2009,花蓮縣,花蓮市,主睦里,否,否,59,3,25,134960000,2287457,789973.35,0.0,789973.35
2009,花蓮縣,花蓮市,主義里,否,否,19,0,6,6388000,336210,160379.79,0.0,160379.79
2009,花蓮縣,花蓮市,主計里,是,否,38,4,15,151607000,3989657,553338.25,0.0,553338.25
2009,花蓮縣,花蓮市,主農里,否,否,82,6,40,152865000,1864207,1193096.81,0.0,1193096.81
2009,花蓮縣,花蓮市,國光里,否,否,54,5,26,61755000,1143611,733261.02,0.0,733261.02
2009,花蓮縣,花蓮市,國威里,是,否,94,7,46,472762000,5029382,1705705.34,0.0,1705705.34
2009,花蓮縣,花蓮市,國安里,否,否,63,8,34,198315000,3147857,1090957.24,0.0,1090957.24
2009,花蓮縣,花蓮市,國富里,否,否,190,15,91,237236900,1248615,2590113.21,0.0,2590113.21
2009,花蓮縣,花蓮市,國強里,否,否,37,4,30,175130000,4733243,962773.56,0.0,962773.56
2009,花蓮縣,花蓮市,國慶里,否,否,61,8,40,2533390745,41530995,3867627.93,0.0,3867627.93
2009,花蓮縣,花蓮市,國治里,否,否,66,4,33,78634400,1191430,930961.75,0.0,930961.75
2009,花蓮縣,花蓮市,國盛里,否,否,107,5,60,334389000,3125130,1907715.98,0.0,1907715.98
2009,花蓮縣,花蓮市,國福里,否,否,20,3,9,13278000,663900,244722.16,0.0,244722.16
2009,花蓮縣,花蓮市,國聯里,否,否,207,10,128,1849704840,8935772,5346478.91,0.0,5346478.91
2009,花蓮縣,花蓮市,國興里,否,否,73,8,33,208739000,2859438,1077134.84,0.0,1077134.84
2009,花蓮縣,花蓮市,國華里,否,否,56,3,27,149757000,2674232,857665.46,0.0,857665.46
2009,花蓮縣,花蓮市,國裕里,否,否,159,11,103,1146116410,7208279,3917649.02,0.0,3917649.02
2009,花蓮縣,花蓮市,國防里,否,否,25,2,13,21686000,867440,356303.82,0.0,356303.82
2009,花蓮縣,花蓮市,國風里,否,否,97,7,61,203822000,2101257,1786557.19,0.0,1786557.19
2009,花蓮縣,花蓮市,國魂里,否,否,65,3,39,836288300,12865973,1935392.08,0.0,1935392.08
2009,花蓮縣,花蓮市,市區其他未標示里,否,否,95,2,0,718290,7560,807.0,0.0,807.0
2009,花蓮縣,花蓮市,民主里,是,是,60,4,8,117258000,1954300,336010.34,0.0,336010.34
2009,花蓮縣,花蓮市,民享里,否,否,54,5,32,181879000,3368129,1021423.7,0.0,1021423.7
2009,花蓮縣,花蓮市,民勤里,否,否,67,5,35,166272000,2481671,1080490.6,0.0,1080490.6
2009,花蓮縣,花蓮市,民孝里,否,否,104,3,45,612696500,5891312,1837388.56,0.0,1837388.56
2009,花蓮縣,花蓮市,民德里,否,否,33,1,17,111443000,3377060,559281.43,0.0,559281.43
2009,花蓮縣,花蓮市,民心里,否,否,140,5,132,2279623500,16283025,5931629.64,0.0,5931629.64
2009,花蓮縣,花蓮市,民意里,否,否,37,4,20,316634000,8557675,866415.84,0.0,866415.84
2009,花蓮縣,花蓮市,民政里,否,否,62,4,33,175381848,2828739,1039657.93,0.0,1039657.93
2009,花蓮縣,花蓮市,民族里,是,是,56,0,21,325078000,5804964,901436.52,0.0,901436.52
2009,花蓮縣,花蓮市,民有里,否,否,7,0,1,1162000,166000,26839.32,0.0,26839.32
2009,花蓮縣,花蓮市,民樂里,否,否,8,1,4,21394000,2674250,126171.48,0.0,126171.48
2009,花蓮縣,花蓮市,民權里,否,否,11,1,6,24664000,2242181,180912.96,0.0,180912.96
2009,花蓮縣,花蓮市,民治里,否,否,1,1,0,20000,20000,22.47,0.0,22.47
2009,花蓮縣,花蓮市,民生里,是,是,159,9,55,111998000,704389,1530189.67,0.0,1530189.67
2009,花蓮縣,花蓮市,民立里,否,否,38,3,24,113902000,2997421,740780.78,0.0,740780.78
2009,花蓮縣,花蓮市,民運里,否,否,87,4,31,337443000,3878655,1170666.73,0.0,1170666.73
2010,花蓮縣,花蓮市,主信里,否,否,46,0,20,96593000,2099847,618493.57,0.0,618493.57
2010,花蓮縣,花蓮市,主力里,是,否,134,4,82,316304000,2360477,2443745.8,0.0,2443745.8
2010,花蓮縣,花蓮市,主勤里,是,否,61,3,33,77535000,1271065,925992.61,0.0,925992.61
2010,花蓮縣,花蓮市,主和里,否,否,88,3,41,179877000,2044056,1246963.31,0.0,1246963.31
2010,花蓮縣,花蓮市,主商里,是,是,66,5,31,1107431000,16779257,2064735.52,75400.0,2140135.52
2010,花蓮縣,花蓮市,主學里,是,否,67,1,32,142742000,2130477,975953.92,0.0,975953.92
2010,花蓮縣,花蓮市,主安里,是,否,60,4,30,254849000,4247483,1054733.62,0.0,1054733.62
2010,花蓮縣,花蓮市,主工里,是,是,60,3,29,196492000,3274866,961989.69,0.0,961989.69
2010,花蓮縣,花蓮市,主權里,否,否,140,4,78,299552000,2139657,2323011.28,0.0,2323011.28
2010,花蓮縣,花蓮市,主睦里,否,否,63,4,25,135413000,2149412,790061.5,0.0,790061.5
2010,花蓮縣,花蓮市,主義里,否,否,20,1,6,6398000,319900,159470.33,0.0,159470.33
2010,花蓮縣,花蓮市,主計里,是,否,42,4,16,151818000,3614714,580885.96,0.0,580885.96
2010,花蓮縣,花蓮市,主農里,否,否,89,7,45,155550000,1747752,1320255.31,0.0,1320255.31
2010,花蓮縣,花蓮市,國光里,否,否,58,4,28,62210000,1072586,781559.27,0.0,781559.27
2010,花蓮縣,花蓮市,國威里,是,否,99,5,49,474665000,4794595,1790191.72,0.0,1790191.72
2010,花蓮縣,花蓮市,國安里,否,否,67,4,36,199775000,2981716,1143209.35,0.0,1143209.35
2010,花蓮縣,花蓮市,國富里,否,否,202,12,98,239544900,1185865,2760645.91,0.0,2760645.91
2010,花蓮縣,花蓮市,國強里,否,否,37,0,30,175130000,4733243,962665.39,0.0,962665.39
2010,花蓮縣,花蓮市,國慶里,否,否,64,3,41,2533435745,39584933,3965110.6,0.0,3965110.6
2010,花蓮縣,花蓮市,國治里,否,否,69,3,34,80237400,1162860,954460.5,0.0,954460.5
2010,花蓮縣,花蓮市,國盛里,否,否,114,7,62,337785000,2963026,1961617.02,0.0,1961617.02
2010,花蓮縣,花蓮市,國福里,否,否,21,1,10,13527000,644142,269091.16,0.0,269091.16
2010,花蓮縣,花蓮市,國聯里,否,否,218,11,135,1876809840,8609219,5589372.88,0.0,5589372.88
2010,花蓮縣,花蓮市,國興里,否,否,83,10,36,215451000,2595795,1161313.71,0.0,1161313.71
2010,花蓮縣,花蓮市,國華里,否,否,61,5,29,149893000,2457262,908172.07,0.0,908172.07
2010,花蓮縣,花蓮市,國裕里,否,否,173,14,111,1170375410,6765175,4165180.19,0.0,4165180.19
2010,花蓮縣,花蓮市,國防里,否,否,31,6,15,25070000,808709,409156.63,0.0,409156.63
2010,花蓮縣,花蓮市,國風里,否,否,104,7,65,211335000,2032067,1891619.33,0.0,1891619.33
2010,花蓮縣,花蓮市,國魂里,否,否,69,4,42,838588300,12153453,2033062.1,0.0,2033062.1
2010,花蓮縣,花蓮市,市區其他未標示里,否,否,98,3,0,926290,9451,1069.78,0.0,1069.78
2010,花蓮縣,花蓮市,民主里,是,是,65,5,8,117320000,1804923,338268.94,226200.0,564468.94
2010,花蓮縣,花蓮市,民享里,否,否,56,2,33,188179000,3360339,1053776.41,0.0,1053776.41
2010,花蓮縣,花蓮市,民勤里,否,否,70,3,38,166518000,2378828,1155494.27,0.0,1155494.27
2010,花蓮縣,花蓮市,民孝里,否,否,108,4,47,616099500,5704625,1902842.03,0.0,1902842.03
2010,花蓮縣,花蓮市,民德里,否,否,33,0,17,111443000,3377060,559603.36,0.0,559603.36
2010,花蓮縣,花蓮市,民心里,否,否,142,2,134,2279823500,16055095,6029470.3,0.0,6029470.3
2010,花蓮縣,花蓮市,民意里,否,否,38,1,21,317634000,8358789,899122.78,0.0,899122.78
2010,花蓮縣,花蓮市,民政里,否,否,65,3,35,204581848,3147413,1123413.95,0.0,1123413.95
2010,花蓮縣,花蓮市,民族里,是,是,57,1,21,325081000,5703175,907723.39,301600.0,1209323.39
2010,花蓮縣,花蓮市,民有里,否,否,7,0,1,1162000,166000,26688.87,0.0,26688.87
2010,花蓮縣,花蓮市,民樂里,否,否,9,1,5,31394000,3488222,162991.58,0.0,162991.58
2010,花蓮縣,花蓮市,民權里,否,否,12,1,7,25664000,2138666,207067.68,0.0,207067.68
2010,花蓮縣,花蓮市,民治里,否,否,1,0,0,20000,20000,23.1,0.0,23.1
2010,花蓮縣,花蓮市,民生里,是,是,162,3,57,113401000,700006,1575739.46,150800.0,1726539.46
2010,花蓮縣,花蓮市,民立里,否,否,39,1,25,113902000,2920564,765218.24,0.0,765218.24
2010,花蓮縣,花蓮市,民運里,否,否,94,7,35,339096000,3607404,1278765.62,0.0,1278765.62
2011,花蓮縣,花蓮市,主信里,否,否,47,1,21,97693000,2078574,649108.59,0.0,649108.59
2011,花蓮縣,花蓮市,主力里,是,否,141,7,86,317565000,2252234,2559926.21,0.0,2559926.21
2011,花蓮縣,花蓮市,主勤里,是,否,67,6,36,79016000,1179343,1007343.03,0.0,1007343.03
2011,花蓮縣,花蓮市,主和里,否,否,93,5,45,181624000,1952946,1357915.42,0.0,1357915.42
2011,花蓮縣,花蓮市,主商里,是,是,72,6,33,1107927000,15387875,2157391.98,0.0,2157391.98
2011,花蓮縣,花蓮市,主學里,是,否,72,5,34,145451000,2020152,1035781.01,0.0,1035781.01
2011,花蓮縣,花蓮市,主安里,是,否,67,7,31,255598000,3814895,1090944.21,0.0,1090944.21
2011,花蓮縣,花蓮市,主工里,是,是,64,4,32,211695000,3307734,1063991.37,0.0,1063991.37
2011,花蓮縣,花蓮市,主權里,否,否,150,10,83,309220000,2061466,2473883.18,0.0,2473883.18
2011,花蓮縣,花蓮市,主睦里,否,否,64,1,26,136413000,2131453,822081.56,0.0,822081.56
2011,花蓮縣,花蓮市,主義里,否,否,20,0,6,6398000,319900,159821.15,0.0,159821.15
2011,花蓮縣,花蓮市,主計里,是,否,47,5,16,152024000,3234553,587023.95,0.0,587023.95
2011,花蓮縣,花蓮市,主農里,否,否,94,5,48,168900000,1796808,1418850.64,0.0,1418850.64
2011,花蓮縣,花蓮市,國光里,否,否,63,5,28,62480000,991746,784708.26,0.0,784708.26
2011,花蓮縣,花蓮市,國威里,是,否,107,8,52,476418000,4452504,1886782.53,0.0,1886782.53
2011,花蓮縣,花蓮市,國安里,否,否,72,5,38,200041000,2778347,1202300.05,0.0,1202300.05
2011,花蓮縣,花蓮市,國富里,否,否,212,10,104,285844900,1348325,2978715.61,0.0,2978715.61
2011,花蓮縣,花蓮市,國強里,否,否,39,2,30,175136000,4490666,969691.99,0.0,969691.99
2011,花蓮縣,花蓮市,國慶里,否,否,68,4,44,2538838745,37335863,4141628.51,0.0,4141628.51
2011,花蓮縣,花蓮市,國治里,否,否,76,7,38,94438400,1242610,1076454.04,0.0,1076454.04
2011,花蓮縣,花蓮市,國盛里,否,否,120,6,64,368105000,3067541,2062099.92,0.0,2062099.92
2011,花蓮縣,花蓮市,國福里,否,否,21,0,10,13527000,644142,269781.19,0.0,269781.19
2011,花蓮縣,花蓮市,國聯里,否,否,227,9,140,1880861840,8285734,5792668.21,0.0,5792668.21
2011,花蓮縣,花蓮市,國興里,否,否,91,8,38,222091000,2440560,1228576.91,0.0,1228576.91
2011,花蓮縣,花蓮市,國華里,否,否,67,6,32,152302000,2273164,993213.07,0.0,993213.07
2011,花蓮縣,花蓮市,國裕里,否,否,183,10,120,1240475410,6778554,4522201.11,0.0,4522201.11
2011,花蓮縣,花蓮市,國防里,否,否,33,2,16,25340000,767878,436055.36,0.0,436055.36
2011,花蓮縣,花蓮市,國風里,否,否,113,9,67,222879000,1972380,1965133.28,0.0,1965133.28
2011,花蓮縣,花蓮市,國魂里,否,否,77,8,45,839080300,10897146,2141402.3,0.0,2141402.3
2011,花蓮縣,花蓮市,市區其他未標示里,否,否,101,3,2,929290,9200,51839.66,0.0,51839.66
2011,花蓮縣,花蓮市,民主里,是,是,72,7,8,117712000,1634888,343205.63,0.0,343205.63
2011,花蓮縣,花蓮市,民享里,否,否,58,2,35,188379000,3247913,1112304.17,0.0,1112304.17
2011,花蓮縣,花蓮市,民勤里,否,否,78,8,42,205579000,2635628,1310364.11,0.0,1310364.11
2011,花蓮縣,花蓮市,民孝里,否,否,113,5,48,616448500,5455296,1952191.61,0.0,1952191.61
2011,花蓮縣,花蓮市,民德里,否,否,36,3,19,121678000,3379944,626959.14,0.0,626959.14
2011,花蓮縣,花蓮市,民心里,否,否,148,6,138,2349023500,15871780,6299841.53,0.0,6299841.53
2011,花蓮縣,花蓮市,民意里,否,否,39,1,21,317644000,8144717,911222.92,0.0,911222.92
2011,花蓮縣,花蓮市,民政里,否,否,65,0,35,204581848,3147413,1131613.01,0.0,1131613.01
2011,花蓮縣,花蓮市,民族里,是,是,61,4,23,346136000,5674360,995908.9,0.0,995908.9
2011,花蓮縣,花蓮市,民有里,否,否,7,0,1,1162000,166000,26750.86,0.0,26750.86
2011,花蓮縣,花蓮市,民樂里,否,否,10,1,6,31494000,3149400,189727.9,0.0,189727.9
2011,花蓮縣,花蓮市,民權里,否,否,12,0,7,25664000,2138666,208146.44,0.0,208146.44
2011,花蓮縣,花蓮市,民治里,否,否,1,0,0,20000,20000,23.83,0.0,23.83
2011,花蓮縣,花蓮市,民生里,是,是,168,6,61,120107000,714922,1690463.8,0.0,1690463.8
