年份,縣市,鄉鎮市區,里別,是否為金三角商圈,是否為東大門/歷史夜市周邊,存續營利事業累積家數,該年新設家數,開立發票店家數,登記資本總額(元),平均資本額(元),申報體系推估銷售額(千元),夜市與觀光實質現金金流增額(千元),綜合推估實質商圈消費總額(千元)
2000,花蓮縣,花蓮市,國魂里,否,否,33,2,22,799592300,24230069,1511410.89,0.0,1511410.89
2000,花蓮縣,花蓮市,市區其他未標示里,否,否,67,2,0,302290,4511,301.82,0.0,301.82
2000,花蓮縣,花蓮市,民主里,是,是,22,3,2,106511000,4841409,171169.5,97200.0,268369.5
2000,花蓮縣,花蓮市,民享里,否,否,25,2,13,69035000,2761400,490278.76,0.0,490278.76
2000,花蓮縣,花蓮市,民勤里,否,否,26,0,16,80576400,3099092,599037.05,0.0,599037.05
2000,花蓮縣,花蓮市,民孝里,否,否,52,4,24,261020000,5019615,1038494.31,0.0,1038494.31
2000,花蓮縣,花蓮市,民德里,否,否,18,0,8,25642000,1424555,284894.97,0.0,284894.97
2000,花蓮縣,花蓮市,民心里,否,否,101,7,94,1976637500,19570668,5020269.96,0.0,5020269.96
2000,花蓮縣,花蓮市,民意里,否,否,14,0,9,241870000,17276428,533200.28,0.0,533200.28
2000,花蓮縣,花蓮市,民政里,否,否,35,1,20,114076848,3259338,762132.01,0.0,762132.01
2000,花蓮縣,花蓮市,民族里,是,是,39,0,14,297551000,7629512,750853.08,129600.0,880453.08
2000,花蓮縣,花蓮市,民有里,否,否,4,0,1,156000,39000,32567.33,0.0,32567.33
2000,花蓮縣,花蓮市,民樂里,否,否,4,0,1,20133000,5033250,52513.45,0.0,52513.45
2000,花蓮縣,花蓮市,民權里,否,否,6,0,2,2061000,343500,66880.97,0.0,66880.97
2000,花蓮縣,花蓮市,民治里,否,否,0,0,0,0,0,0.0,0.0,0.0
2000,花蓮縣,花蓮市,民生里,是,是,89,3,27,90390000,1015617,965362.81,64800.0,1030162.81
2000,花蓮縣,花蓮市,民立里,否,否,17,1,13,81222000,4777764,502446.92,0.0,502446.92
2000,花蓮縣,花蓮市,民運里,否,否,56,3,24,315640000,5636428,1093029.87,0.0,1093029.87
2001,花蓮縣,花蓮市,主信里,否,否,36,1,14,90263000,2507305,520748.4,0.0,520748.4
2001,花蓮縣,花蓮市,主力里,是,否,87,2,54,235627000,2708356,1897499.69,0.0,1897499.69
2001,花蓮縣,花蓮市,主勤里,是,否,38,1,20,70303000,1850078,686026.86,0.0,686026.86
2001,花蓮縣,花蓮市,主和里,否,否,49,6,20,115728000,2361795,730875.01,0.0,730875.01
2001,花蓮縣,花蓮市,主商里,是,是,45,0,25,1043104000,23180088,1800628.64,0.0,1800628.64
2001,花蓮縣,花蓮市,主學里,是,否,40,4,20,127663000,3191575,742658.45,0.0,742658.45
2001,花蓮縣,花蓮市,主安里,是,否,39,4,19,141584000,3630358,725571.84,0.0,725571.84
2001,花蓮縣,花蓮市,主工里,是,是,35,4,18,132460000,3784571,685732.88,0.0,685732.88
2001,花蓮縣,花蓮市,主權里,否,否,83,8,48,179558000,2163349,1657157.72,0.0,1657157.72
2001,花蓮縣,花蓮市,主睦里,否,否,43,2,19,124080000,2885581,708290.12,0.0,708290.12
2001,花蓮縣,花蓮市,主義里,否,否,14,0,4,4510000,322142,127776.05,0.0,127776.05
2001,花蓮縣,花蓮市,主計里,是,否,20,2,5,58126000,2906300,211542.03,0.0,211542.03
2001,花蓮縣,花蓮市,主農里,否,否,48,2,22,87572000,1824416,764738.22,0.0,764738.22
2001,花蓮縣,花蓮市,國光里,否,否,36,2,14,36827000,1022972,467990.97,0.0,467990.97
2001,花蓮縣,花蓮市,國威里,是,否,60,5,31,361766000,6029433,1312927.78,0.0,1312927.78
2001,花蓮縣,花蓮市,國安里,否,否,31,1,13,47097000,1519258,447299.73,0.0,447299.73
2001,花蓮縣,花蓮市,國富里,否,否,105,12,54,174279900,1659808,1836931.63,0.0,1836931.63
2001,花蓮縣,花蓮市,國強里,否,否,24,1,18,78865000,3286041,632818.47,0.0,632818.47
2001,花蓮縣,花蓮市,國慶里,否,否,23,2,17,2492418745,108366032,2984892.24,0.0,2984892.24
2001,花蓮縣,花蓮市,國治里,否,否,33,1,15,63967400,1938406,525617.56,0.0,525617.56
2001,花蓮縣,花蓮市,國盛里,否,否,55,5,31,136691000,2485290,1090710.95,0.0,1090710.95
2001,花蓮縣,花蓮市,國福里,否,否,10,2,5,11251000,1125100,165262.28,0.0,165262.28
2001,花蓮縣,花蓮市,國聯里,否,否,125,5,76,1554655840,12437246,3878056.78,0.0,3878056.78
2001,花蓮縣,花蓮市,國興里,否,否,31,4,13,155173000,5005580,554003.3,0.0,554003.3
2001,花蓮縣,花蓮市,國華里,否,否,33,2,18,43283000,1311606,597688.31,0.0,597688.31
2001,花蓮縣,花蓮市,國裕里,否,否,86,9,53,1017069410,11826388,2638187.92,0.0,2638187.92
2001,花蓮縣,花蓮市,國防里,否,否,16,2,11,20102000,1256375,358985.87,0.0,358985.87
2001,花蓮縣,花蓮市,國風里,否,否,61,7,35,148473000,2433983,1225666.66,0.0,1225666.66
2001,花蓮縣,花蓮市,國魂里,否,否,36,3,23,802645300,22295702,1501561.81,0.0,1501561.81
2001,花蓮縣,花蓮市,市區其他未標示里,否,否,73,6,0,509290,6976,502.82,0.0,502.82
2001,花蓮縣,花蓮市,民主里,是,是,29,7,2,106608000,3676137,166915.87,0.0,166915.87
2001,花蓮縣,花蓮市,民享里,否,否,27,2,15,121235000,4490185,582157.93,0.0,582157.93
2001,花蓮縣,花蓮市,民勤里,否,否,32,6,19,109044400,3407637,693445.46,0.0,693445.46
2001,花蓮縣,花蓮市,民孝里,否,否,55,3,25,273125000,4965909,1040427.42,0.0,1040427.42
2001,花蓮縣,花蓮市,民德里,否,否,20,2,10,26292000,1314600,334266.43,0.0,334266.43
2001,花蓮縣,花蓮市,民心里,否,否,104,3,97,2001637500,19246514,4966809.77,0.0,4966809.77
2001,花蓮縣,花蓮市,民意里,否,否,15,1,9,241873000,16124866,516278.99,0.0,516278.99
2001,花蓮縣,花蓮市,民政里,否,否,36,1,21,126576848,3516023,772416.93,0.0,772416.93
2001,花蓮縣,花蓮市,民族里,是,是,41,2,15,298066000,7269902,756743.39,0.0,756743.39
2001,花蓮縣,花蓮市,民有里,否,否,5,1,1,159000,31800,30987.81,0.0,30987.81
2001,花蓮縣,花蓮市,民樂里,否,否,4,0,1,20133000,5033250,50708.17,0.0,50708.17
2001,花蓮縣,花蓮市,民權里,否,否,6,0,2,2061000,343500,63696.49,0.0,63696.49
2001,花蓮縣,花蓮市,民治里,否,否,0,0,0,0,0,0.0,0.0,0.0
2001,花蓮縣,花蓮市,民生里,是,是,95,6,29,90446000,952063,983391.54,0.0,983391.54
2001,花蓮縣,花蓮市,民立里,否,否,19,2,14,81225000,4275000,511825.17,0.0,511825.17
2001,花蓮縣,花蓮市,民運里,否,否,58,2,24,315646000,5442172,1051577.63,0.0,1051577.63
2002,花蓮縣,花蓮市,主信里,否,否,36,0,14,90263000,2507305,507897.2,0.0,507897.2
2002,花蓮縣,花蓮市,主力里,是,否,93,6,58,248027000,2666956,1977532.97,0.0,1977532.97
2002,花蓮縣,花蓮市,主勤里,是,否,43,5,24,70902000,1648883,786385.06,0.0,786385.06
2002,花蓮縣,花蓮市,主和里,否,否,51,2,21,115979000,2274098,742323.47,0.0,742323.47
2002,花蓮縣,花蓮市,主商里,是,是,45,0,25,1043104000,23180088,1793731.91,0.0,1793731.91
2002,花蓮縣,花蓮市,主學里,是,否,44,4,21,127881000,2906386,754290.95,0.0,754290.95
2002,花蓮縣,花蓮市,主安里,是,否,41,2,20,141835000,3459390,738526.19,0.0,738526.19
2002,花蓮縣,花蓮市,主工里,是,是,35,0,18,132460000,3784571,669508.53,0.0,669508.53
2002,花蓮縣,花蓮市,主權里,否,否,91,8,54,208114000,2286967,1818218.21,0.0,1818218.21
2002,花蓮縣,花蓮市,主睦里,否,否,43,0,19,124080000,2885581,690877.96,0.0,690877.96
2002,花蓮縣,花蓮市,主義里,否,否,15,1,5,5310000,354000,154316.91,0.0,154316.91
2002,花蓮縣,花蓮市,主計里,是,否,22,2,5,58179000,2644500,207476.81,0.0,207476.81
2002,花蓮縣,花蓮市,主農里,否,否,51,3,24,92177000,1807392,807777.12,0.0,807777.12
2002,花蓮縣,花蓮市,國光里,否,否,38,2,15,37030000,974473,484166.83,0.0,484166.83
2002,花蓮縣,花蓮市,國威里,是,否,65,5,32,361889000,5567523,1317337.46,0.0,1317337.46
2002,花蓮縣,花蓮市,國安里,否,否,35,4,15,52803000,1508657,500026.62,0.0,500026.62
2002,花蓮縣,花蓮市,國富里,否,否,116,11,59,180292900,1554249,1939221.72,0.0,1939221.72
2002,花蓮縣,花蓮市,國強里,否,否,24,0,18,78865000,3286041,615618.64,0.0,615618.64
2002,花蓮縣,花蓮市,國慶里,否,否,30,7,22,2497371745,83245724,3166614.8,0.0,3166614.8
2002,花蓮縣,花蓮市,國治里,否,否,34,1,16,64067400,1884335,541148.54,0.0,541148.54
2002,花蓮縣,花蓮市,國盛里,否,否,60,5,35,146894000,2448233,1190546.12,0.0,1190546.12
2002,花蓮縣,花蓮市,國福里,否,否,10,0,5,11251000,1125100,160290.6,0.0,160290.6
2002,花蓮縣,花蓮市,國聯里,否,否,131,6,80,1567130840,11962830,3959396.73,0.0,3959396.73
2002,花蓮縣,花蓮市,國興里,否,否,33,2,14,185173000,5611303,603329.42,0.0,603329.42
2002,花蓮縣,花蓮市,國華里,否,否,33,0,18,43283000,1311606,579840.86,0.0,579840.86
2002,花蓮縣,花蓮市,國裕里,否,否,95,9,57,1018303410,10718983,2722252.11,0.0,2722252.11
2002,花蓮縣,花蓮市,國防里,否,否,16,0,11,20102000,1256375,347963.54,0.0,347963.54
2002,花蓮縣,花蓮市,國風里,否,否,64,3,37,154976000,2421500,1258263.66,0.0,1258263.66
2002,花蓮縣,花蓮市,國魂里,否,否,38,2,24,807695300,21255139,1527232.39,0.0,1527232.39
2002,花蓮縣,花蓮市,市區其他未標示里,否,否,77,4,0,521290,6770,524.16,0.0,524.16
2002,花蓮縣,花蓮市,民主里,是,是,30,1,2,106638000,3554600,166815.83,0.0,166815.83
2002,花蓮縣,花蓮市,民享里,否,否,29,2,17,128235000,4421896,635464.75,0.0,635464.75
2002,花蓮縣,花蓮市,民勤里,否,否,34,2,20,109047400,3207276,705558.19,0.0,705558.19
2002,花蓮縣,花蓮市,民孝里,否,否,65,10,28,288976000,4445784,1124841.11,0.0,1124841.11
2002,花蓮縣,花蓮市,民德里,否,否,22,2,11,26392000,1199636,354288.15,0.0,354288.15
2002,花蓮縣,花蓮市,民心里,否,否,109,5,102,2080237500,19084747,5130828.49,0.0,5130828.49
2002,花蓮縣,花蓮市,民意里,否,否,18,3,10,243879000,13548833,543176.28,0.0,543176.28
2002,花蓮縣,花蓮市,民政里,否,否,40,4,23,145887848,3647196,831987.96,0.0,831987.96
2002,花蓮縣,花蓮市,民族里,是,是,44,3,16,299072000,6797090,777446.2,0.0,777446.2
2002,花蓮縣,花蓮市,民有里,否,否,5,0,1,159000,31800,29955.41,0.0,29955.41
2002,花蓮縣,花蓮市,民樂里,否,否,4,0,1,20133000,5033250,50039.32,0.0,50039.32
2002,花蓮縣,花蓮市,民權里,否,否,7,1,3,2211000,315857,91609.78,0.0,91609.78
2002,花蓮縣,花蓮市,民治里,否,否,0,0,0,0,0,0.0,0.0,0.0
2002,花蓮縣,花蓮市,民生里,是,是,104,9,31,90865000,873701,1015026.67,0.0,1015026.67
2002,花蓮縣,花蓮市,民立里,否,否,24,5,18,106268000,4427833,643172.42,0.0,643172.42
2002,花蓮縣,花蓮市,民運里,否,否,63,5,27,330852000,5251619,1137151.99,0.0,1137151.99
2003,花蓮縣,花蓮市,主信里,否,否,37,1,15,90473000,2445216,524007.15,0.0,524007.15
2003,花蓮縣,花蓮市,主力里,是,否,99,6,62,255247000,2578252,2044936.65,0.0,2044936.65
2003,花蓮縣,花蓮市,主勤里,是,否,45,2,24,70910000,1575777,763164.01,0.0,763164.01
2003,花蓮縣,花蓮市,主和里,否,否,55,4,25,122679000,2230527,844702.77,0.0,844702.77
2003,花蓮縣,花蓮市,主商里,是,是,47,2,27,1043104000,22193702,1840160.87,0.0,1840160.87
2003,花蓮縣,花蓮市,主學里,是,否,44,0,21,127881000,2906386,734851.92,0.0,734851.92
2003,花蓮縣,花蓮市,主安里,是,否,44,3,22,146890000,3338409,783009.34,0.0,783009.34
2003,花蓮縣,花蓮市,主工里,是,是,39,4,21,163063000,4181102,770701.21,0.0,770701.21
2003,花蓮縣,花蓮市,主權里,否,否,98,7,58,211852000,2161755,1885567.08,0.0,1885567.08
2003,花蓮縣,花蓮市,主睦里,否,否,44,1,19,124090000,2820227,673413.26,0.0,673413.26
2003,花蓮縣,花蓮市,主義里,否,否,15,0,5,5310000,354000,149350.11,0.0,149350.11
2003,花蓮縣,花蓮市,主計里,是,否,25,3,7,132185000,5287400,336207.25,0.0,336207.25
2003,花蓮縣,花蓮市,主農里,否,否,53,2,25,95182000,1795886,816684.25,0.0,816684.25
2003,花蓮縣,花蓮市,國光里,否,否,41,3,17,37470000,913902,527574.62,0.0,527574.62
2003,花蓮縣,花蓮市,國威里,是,否,68,3,34,446837000,6571132,1434099.86,0.0,1434099.86
2003,花蓮縣,花蓮市,國安里,否,否,39,4,19,63803000,1635974,611982.82,0.0,611982.82
2003,花蓮縣,花蓮市,國富里,否,否,125,9,64,196731900,1573855,2042887.48,0.0,2042887.48
2003,花蓮縣,花蓮市,國強里,否,否,24,0,18,78865000,3286041,598542.62,0.0,598542.62
2003,花蓮縣,花蓮市,國慶里,否,否,35,5,24,2498929745,71397992,3237235.05,0.0,3237235.05
2003,花蓮縣,花蓮市,國治里,否,否,43,9,19,64126400,1491311,612312.36,0.0,612312.36
2003,花蓮縣,花蓮市,國盛里,否,否,65,5,36,147982000,2276646,1187152.35,0.0,1187152.35
2003,花蓮縣,花蓮市,國福里,否,否,11,1,6,11749000,1068090,184699.11,0.0,184699.11
2003,花蓮縣,花蓮市,國聯里,否,否,138,7,85,1570033840,11377056,4046781.75,0.0,4046781.75
2003,花蓮縣,花蓮市,國興里,否,否,40,7,17,185948000,4648700,678868.74,0.0,678868.74
2003,花蓮縣,花蓮市,國華里,否,否,33,0,18,43283000,1311606,562285.75,0.0,562285.75
2003,花蓮縣,花蓮市,國裕里,否,否,101,6,60,1018712410,10086261,2765306.65,0.0,2765306.65
2003,花蓮縣,花蓮市,國防里,否,否,17,1,11,20112000,1183058,337160.12,0.0,337160.12
2003,花蓮縣,花蓮市,國風里,否,否,67,3,40,161276000,2407104,1315850.01,0.0,1315850.01
2003,花蓮縣,花蓮市,國魂里,否,否,46,8,29,810888300,17628006,1661116.58,0.0,1661116.58
2003,花蓮縣,花蓮市,市區其他未標示里,否,否,84,7,0,544290,6479,554.61,0.0,554.61
2003,花蓮縣,花蓮市,民主里,是,是,31,1,2,106641000,3440032,166239.38,0.0,166239.38
2003,花蓮縣,花蓮市,民享里,否,否,30,1,18,129235000,4307833,649867.97,0.0,649867.97
2003,花蓮縣,花蓮市,民勤里,否,否,40,6,23,141303400,3532585,806104.66,0.0,806104.66
2003,花蓮縣,花蓮市,民孝里,否,否,68,3,29,291676000,4289352,1132056.59,0.0,1132056.59
2003,花蓮縣,花蓮市,民德里,否,否,22,0,11,26392000,1199636,343559.23,0.0,343559.23
2003,花蓮縣,花蓮市,民心里,否,否,113,4,106,2087487500,18473340,5178595.2,0.0,5178595.2
2003,花蓮縣,花蓮市,民意里,否,否,19,1,11,247079000,13004157,568431.92,0.0,568431.92
2003,花蓮縣,花蓮市,民政里,否,否,42,2,24,157890848,3759305,851794.59,0.0,851794.59
2003,花蓮縣,花蓮市,民族里,是,是,46,2,16,299302000,6506565,765584.8,0.0,765584.8
2003,花蓮縣,花蓮市,民有里,否,否,5,0,1,159000,31800,28949.89,0.0,28949.89
2003,花蓮縣,花蓮市,民樂里,否,否,4,0,1,20133000,5033250,49302.73,0.0,49302.73
2003,花蓮縣,花蓮市,民權里,否,否,7,0,3,2211000,315857,88616.57,0.0,88616.57
2003,花蓮縣,花蓮市,民治里,否,否,0,0,0,0,0,0.0,0.0,0.0
2003,花蓮縣,花蓮市,民生里,是,是,113,9,36,91656000,811115,1129758.04,0.0,1129758.04
2003,花蓮縣,花蓮市,民立里,否,否,24,0,18,106268000,4427833,626465.36,0.0,626465.36
2003,花蓮縣,花蓮市,民運里,否,否,67,4,28,331165000,4942761,1143506.68,0.0,1143506.68
2004,花蓮縣,花蓮市,主信里,否,否,37,0,15,90473000,2445216,539925.88,0.0,539925.88
2004,花蓮縣,花蓮市,主力里,是,否,104,5,65,255676000,2458423,2193877.95,0.0,2193877.95
2004,花蓮縣,花蓮市,主勤里,是,否,46,1,25,71210000,1548043,814797.06,0.0,814797.06
2004,花蓮縣,花蓮市,主和里,否,否,56,1,26,122979000,2196053,899691.32,0.0,899691.32
2004,花蓮縣,花蓮市,主商里,是,是,49,2,28,1044304000,21312326,1943798.69,0.0,1943798.69
2004,花蓮縣,花蓮市,主學里,是,否,47,3,24,134881000,2869808,853322.92,0.0,853322.92
2004,花蓮縣,花蓮市,主安里,是,否,48,4,24,246953000,5144854,973142.22,0.0,973142.22
2004,花蓮縣,花蓮市,主工里,是,是,39,0,21,163063000,4181102,794813.35,0.0,794813.35
2004,花蓮縣,花蓮市,主權里,否,否,104,6,60,272009000,2615471,2063607.12,0.0,2063607.12
2004,花蓮縣,花蓮市,主睦里,否,否,46,2,19,124245000,2700978,694218.78,0.0,694218.78
2004,花蓮縣,花蓮市,主義里,否,否,15,0,5,5310000,354000,153409.96,0.0,153409.96
2004,花蓮縣,花蓮市,主計里,是,否,26,1,7,132385000,5091730,348362.54,0.0,348362.54
2004,花蓮縣,花蓮市,主農里,否,否,55,2,25,95448000,1735418,840710.58,0.0,840710.58
2004,花蓮縣,花蓮市,國光里,否,否,42,1,18,37670000,896904,572112.46,0.0,572112.46
2004,花蓮縣,花蓮市,國威里,是,否,71,3,35,446870000,6293943,1511891.41,0.0,1511891.41
2004,花蓮縣,花蓮市,國安里,否,否,44,5,23,130306000,2961500,818885.08,0.0,818885.08
2004,花蓮縣,花蓮市,國富里,否,否,137,12,66,197879900,1444378,2161633.11,0.0,2161633.11
2004,花蓮縣,花蓮市,國強里,否,否,26,2,19,79415000,3054423,646289.78,0.0,646289.78
2004,花蓮縣,花蓮市,國慶里,否,否,35,0,24,2498929745,71397992,3380793.25,0.0,3380793.25
2004,花蓮縣,花蓮市,國治里,否,否,46,3,21,64236400,1396443,689155.08,0.0,689155.08
2004,花蓮縣,花蓮市,國盛里,否,否,72,7,40,149917000,2082180,1342143.59,0.0,1342143.59
2004,花蓮縣,花蓮市,國福里,否,否,13,2,7,12754000,981076,220461.71,0.0,220461.71
2004,花蓮縣,花蓮市,國聯里,否,否,147,9,91,1597551840,10867699,4396725.81,0.0,4396725.81
2004,花蓮縣,花蓮市,國興里,否,否,45,5,18,186221000,4138244,730932.47,0.0,730932.47
2004,花蓮縣,花蓮市,國華里,否,否,34,1,18,43286000,1273117,578116.68,0.0,578116.68
2004,花蓮縣,花蓮市,國裕里,否,否,108,7,64,1020625410,9450235,2982160.08,0.0,2982160.08
2004,花蓮縣,花蓮市,國防里,否,否,17,0,11,20112000,1183058,346514.67,0.0,346514.67
2004,花蓮縣,花蓮市,國風里,否,否,70,3,41,162336000,2319085,1384967.67,0.0,1384967.67
2004,花蓮縣,花蓮市,國魂里,否,否,51,5,31,822261300,16122770,1795046.39,0.0,1795046.39
2004,花蓮縣,花蓮市,市區其他未標示里,否,否,85,1,0,594290,6991,635.37,0.0,635.37
2004,花蓮縣,花蓮市,民主里,是,是,34,3,2,106699000,3138205,173168.03,0.0,173168.03
2004,花蓮縣,花蓮市,民享里,否,否,32,2,19,154238000,4819937,726285.14,0.0,726285.14
2004,花蓮縣,花蓮市,民勤里,否,否,45,5,24,146379400,3252875,865616.18,0.0,865616.18
2004,花蓮縣,花蓮市,民孝里,否,否,75,7,30,292326000,3897680,1198931.23,0.0,1198931.23
2004,花蓮縣,花蓮市,民德里,否,否,22,0,11,26392000,1199636,353228.79,0.0,353228.79
2004,花蓮縣,花蓮市,民心里,否,否,118,5,111,2152977500,18245572,5581478.43,0.0,5581478.43
2004,花蓮縣,花蓮市,民意里,否,否,22,3,12,247287000,11240318,618940.36,0.0,618940.36
2004,花蓮縣,花蓮市,民政里,否,否,45,3,25,158136848,3514152,907732.98,0.0,907732.98
2004,花蓮縣,花蓮市,民族里,是,是,46,0,16,299302000,6506565,792737.36,0.0,792737.36
2004,花蓮縣,花蓮市,民有里,否,否,5,0,1,159000,31800,29716.57,0.0,29716.57
2004,花蓮縣,花蓮市,民樂里,否,否,4,0,1,20133000,5033250,51071.33,0.0,51071.33
2004,花蓮縣,花蓮市,民權里,否,否,7,0,3,2211000,315857,91003.58,0.0,91003.58
2004,花蓮縣,花蓮市,民治里,否,否,0,0,0,0,0,0.0,0.0,0.0
2004,花蓮縣,花蓮市,民生里,是,是,120,7,40,92972000,774766,1281262.1,0.0,1281262.1
2004,花蓮縣,花蓮市,民立里,否,否,25,1,19,106268000,4250720,674999.07,0.0,674999.07
2004,花蓮縣,花蓮市,民運里,否,否,70,3,28,331468000,4735257,1181685.87,0.0,1181685.87
2005,花蓮縣,花蓮市,主信里,否,否,39,2,16,91033000,2334179,564632.73,0.0,564632.73
2005,花蓮縣,花蓮市,主力里,是,否,108,4,68,261171000,2418250,2261165.36,0.0,2261165.36
2005,花蓮縣,花蓮市,主勤里,是,否,48,2,26,71455000,1488645,833265.73,0.0,833265.73
2005,花蓮縣,花蓮市,主和里,否,否,62,6,30,128749000,2076596,1012477.13,0.0,1012477.13
2005,花蓮縣,花蓮市,主商里,是,是,50,1,28,1044504000,20890080,1963460.82,52800.0,2016260.82
2005,花蓮縣,花蓮市,主學里,是,否,48,1,25,135371000,2820229,874671.07,0.0,874671.07
2005,花蓮縣,花蓮市,主安里,是,否,52,4,27,248161000,4772326,1056989.74,0.0,1056989.74
2005,花蓮縣,花蓮市,主工里,是,是,40,1,22,163543000,4088575,818650.89,0.0,818650.89
2005,花蓮縣,花蓮市,主權里,否,否,108,4,61,272018000,2518685,2069973.62,0.0,2069973.62
2005,花蓮縣,花蓮市,主睦里,否,否,49,3,21,124248000,2535673,746333.19,0.0,746333.19
2005,花蓮縣,花蓮市,主義里,否,否,15,0,5,5310000,354000,150953.33,0.0,150953.33
2005,花蓮縣,花蓮市,主計里,是,否,31,5,11,150398000,4851548,484941.56,0.0,484941.56
2005,花蓮縣,花蓮市,主農里,否,否,60,5,29,129698000,2161633,984502.28,0.0,984502.28
2005,花蓮縣,花蓮市,國光里,否,否,44,2,20,43670000,992500,628527.81,0.0,628527.81
2005,花蓮縣,花蓮市,國威里,是,否,74,3,36,466905000,6309527,1559197.34,0.0,1559197.34
2005,花蓮縣,花蓮市,國安里,否,否,47,3,26,185306000,3942680,958712.46,0.0,958712.46
2005,花蓮縣,花蓮市,國富里,否,否,143,6,69,208385900,1457244,2232024.59,0.0,2232024.59
2005,花蓮縣,花蓮市,國強里,否,否,27,1,20,84415000,3126481,673422.69,0.0,673422.69
2005,花蓮縣,花蓮市,國慶里,否,否,42,7,30,2519889745,59997374,3647155.68,0.0,3647155.68
2005,花蓮縣,花蓮市,國治里,否,否,49,3,23,66439400,1355906,740677.78,0.0,740677.78
2005,花蓮縣,花蓮市,國盛里,否,否,78,6,45,268117000,3437397,1601347.28,0.0,1601347.28
2005,花蓮縣,花蓮市,國福里,否,否,14,1,7,13002000,928714,217469.76,0.0,217469.76
2005,花蓮縣,花蓮市,國聯里,否,否,154,7,96,1620066840,10519914,4571038.84,0.0,4571038.84
2005,花蓮縣,花蓮市,國興里,否,否,51,6,22,196854000,3859882,855354.62,0.0,855354.62
2005,花蓮縣,花蓮市,國華里,否,否,39,5,21,45639000,1170230,659717.86,0.0,659717.86
2005,花蓮縣,花蓮市,國裕里,否,否,118,10,72,1058363410,8969181,3255633.86,0.0,3255633.86
2005,花蓮縣,花蓮市,國防里,否,否,19,2,13,21562000,1134842,401024.61,0.0,401024.61
2005,花蓮縣,花蓮市,國風里,否,否,75,5,44,166916000,2225546,1460818.45,0.0,1460818.45
2005,花蓮縣,花蓮市,國魂里,否,否,54,3,33,825774300,15292116,1867555.99,0.0,1867555.99
2005,花蓮縣,花蓮市,市區其他未標示里,否,否,85,0,0,594290,6991,654.82,0.0,654.82
2005,花蓮縣,花蓮市,民主里,是,是,35,1,3,106749000,3049971,204682.89,158400.0,363082.89
2005,花蓮縣,花蓮市,民享里,否,否,35,3,22,161044000,4601257,815897.36,0.0,815897.36
2005,花蓮縣,花蓮市,民勤里,否,否,51,6,26,147497400,2892105,917053.05,0.0,917053.05
2005,花蓮縣,花蓮市,民孝里,否,否,91,16,36,315012000,3461670,1391834.03,0.0,1391834.03
2005,花蓮縣,花蓮市,民德里,否,否,24,2,12,26895000,1120625,377880.27,0.0,377880.27
2005,花蓮縣,花蓮市,民心里,否,否,127,9,120,2227177500,17536830,5936475.78,0.0,5936475.78
2005,花蓮縣,花蓮市,民意里,否,否,24,2,13,247437000,10309875,649904.99,0.0,649904.99
2005,花蓮縣,花蓮市,民政里,否,否,46,1,26,158236848,3439931,928886.31,0.0,928886.31
2005,花蓮縣,花蓮市,民族里,是,是,48,2,17,299822000,6246291,823707.41,211200.0,1034907.41
2005,花蓮縣,花蓮市,民有里,否,否,5,0,1,159000,31800,29195.7,0.0,29195.7
2005,花蓮縣,花蓮市,民樂里,否,否,4,0,1,20133000,5033250,51204.05,0.0,51204.05
2005,花蓮縣,花蓮市,民權里,否,否,7,0,3,2211000,315857,89497.69,0.0,89497.69
2005,花蓮縣,花蓮市,民治里,否,否,0,0,0,0,0,0.0,0.0,0.0
2005,花蓮縣,花蓮市,民生里,是,是,123,3,41,93227000,757943,1292562.72,105600.0,1398162.72
2005,花蓮縣,花蓮市,民立里,否,否,26,1,20,106268000,4087230,697501.42,0.0,697501.42
2005,花蓮縣,花蓮市,民運里,否,否,74,4,30,336479000,4547013,1241364.44,0.0,1241364.44
2006,花蓮縣,花蓮市,主信里,否,否,41,2,16,91093000,2221780,552804.27,0.0,552804.27
2006,花蓮縣,花蓮市,主力里,是,否,116,8,73,263758000,2273775,2356161.12,0.0,2356161.12
2006,花蓮縣,花蓮市,主勤里,是,否,51,3,28,73415000,1439509,873393.73,0.0,873393.73
2006,花蓮縣,花蓮市,主和里,否,否,67,5,33,135809000,2027000,1083234.93,0.0,1083234.93
2006,花蓮縣,花蓮市,主商里,是,是,52,2,29,1044954000,20095269,1963817.77,0.0,1963817.77
2006,花蓮縣,花蓮市,主學里,是,否,50,2,26,140431000,2808620,890003.86,0.0,890003.86
2006,花蓮縣,花蓮市,主安里,是,否,54,2,28,253611000,4696500,1070386.1,0.0,1070386.1
2006,花蓮縣,花蓮市,主工里,是,是,42,2,23,173548000,4132095,841228.94,0.0,841228.94
2006,花蓮縣,花蓮市,主權里,否,否,111,3,62,273248000,2461693,2054946.72,0.0,2054946.72
2006,花蓮縣,花蓮市,主睦里,否,否,50,1,21,124251000,2485020,730684.34,0.0,730684.34
2006,花蓮縣,花蓮市,主義里,否,否,16,1,5,5335000,333437,147463.64,0.0,147463.64
2006,花蓮縣,花蓮市,主計里,是,否,33,2,13,150501000,4560636,532770.98,0.0,532770.98
2006,花蓮縣,花蓮市,主農里,否,否,66,6,32,131851000,1997742,1050581.73,0.0,1050581.73
2006,花蓮縣,花蓮市,國光里,否,否,46,2,21,44560000,968695,643565.21,0.0,643565.21
